persona_name,booking_date,account_id,transaction_date,amount,currency,remitter
bonus_income,2025-11-15,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-11-15,-11.07,GBP,APPLE.COM/BILL REF:ICLOUD
bonus_income,2025-11-16,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-11-16,-268.63,GBP,HARRODS LTD LONDON SW1
bonus_income,2025-11-16,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-11-16,-162.28,GBP,HARRODS LTD LONDON SW1
bonus_income,2025-11-19,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-11-19,-66.52,GBP,WAITROSE & PARTNERS LONDON SW1
bonus_income,2025-11-22,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-11-22,-276.72,GBP,SELFRIDGES & CO LONDON
bonus_income,2025-11-22,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-11-22,811.54,GBP,BACS SALARY REF:WAGES
bonus_income,2025-11-22,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-11-22,-425.83,GBP,HARRODS LTD LONDON SW1
bonus_income,2025-11-22,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-11-22,506.44,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2025-11-23,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-11-23,-37.34,GBP,HEATHROW EXPRESS REF:TRAVEL
bonus_income,2025-11-26,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-11-26,-266.33,GBP,HARRODS LTD LONDON SW1
bonus_income,2025-11-29,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-11-29,767.93,GBP,BACS SALARY REF:WAGES
bonus_income,2025-11-29,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-11-29,771.7,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2025-11-30,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-11-30,-28.41,GBP,HEATHROW EXPRESS REF:TRAVEL
bonus_income,2025-12-01,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-01,-457.93,GBP,BRITISH AIRWAYS REF:TKT-9921
bonus_income,2025-12-01,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-01,583.22,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2025-12-01,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-01,604.0,GBP,BACS SALARY REF:WAGES
bonus_income,2025-12-01,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-01,-1606.91,GBP,D/D VIRGIN ATLANTIC REF:CC-PYMT
bonus_income,2025-12-03,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-03,-66.09,GBP,D/D SKY DIGITAL REF:SAT-992
bonus_income,2025-12-08,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-08,575.14,GBP,BACS SALARY REF:WAGES
bonus_income,2025-12-08,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-08,722.44,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2025-12-09,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-09,-309.85,GBP,SELFRIDGES & CO LONDON
bonus_income,2025-12-10,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-10,-236.99,GBP,HARRODS LTD LONDON SW1
bonus_income,2025-12-13,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-13,-371.5,GBP,SELFRIDGES & CO LONDON
bonus_income,2025-12-14,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-14,-181.22,GBP,JOHN LEWIS PLC OXFORD ST
bonus_income,2025-12-14,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-14,-349.01,GBP,SELFRIDGES & CO LONDON
bonus_income,2025-12-15,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-15,-146.45,GBP,SELFRIDGES & CO LONDON
bonus_income,2025-12-15,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-15,730.46,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2025-12-15,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-15,576.38,GBP,BACS SALARY REF:WAGES
bonus_income,2025-12-15,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-15,-8.45,GBP,APPLE.COM/BILL REF:ICLOUD
bonus_income,2025-12-17,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-17,-274.02,GBP,HARRODS LTD LONDON SW1
bonus_income,2025-12-19,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-19,-48.11,GBP,WAITROSE & PARTNERS LONDON SW1
bonus_income,2025-12-19,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-19,-52.67,GBP,JOHN LEWIS PLC OXFORD ST
bonus_income,2025-12-22,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-22,764.2,GBP,BACS SALARY REF:WAGES
bonus_income,2025-12-22,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-22,787.73,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2025-12-23,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-23,-164.53,GBP,JOHN LEWIS PLC OXFORD ST
bonus_income,2025-12-28,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-28,-36.17,GBP,HEATHROW EXPRESS REF:TRAVEL
bonus_income,2025-12-29,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-29,684.9,GBP,BACS SALARY REF:WAGES
bonus_income,2025-12-29,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2025-12-29,483.84,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-01-01,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-01,829.35,GBP,BACS SALARY REF:WAGES
bonus_income,2026-01-01,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-01,-1492.61,GBP,D/D VIRGIN ATLANTIC REF:CC-PYMT
bonus_income,2026-01-01,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-01,565.34,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-01-03,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-03,-74.35,GBP,D/D SKY DIGITAL REF:SAT-992
bonus_income,2026-01-05,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-05,-182.53,GBP,HARRODS LTD LONDON SW1
bonus_income,2026-01-06,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-06,-237.17,GBP,BRITISH AIRWAYS REF:TKT-9921
bonus_income,2026-01-07,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-07,-75.43,GBP,WAITROSE & PARTNERS LONDON SW1
bonus_income,2026-01-08,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-08,-194.88,GBP,HARRODS LTD LONDON SW1
bonus_income,2026-01-08,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-08,492.54,GBP,BACS SALARY REF:WAGES
bonus_income,2026-01-08,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-08,771.79,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-01-12,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-12,-72.16,GBP,WAITROSE & PARTNERS LONDON SW1
bonus_income,2026-01-12,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-12,-91.93,GBP,WAITROSE & PARTNERS LONDON SW1
bonus_income,2026-01-14,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-14,-105.78,GBP,WAITROSE & PARTNERS LONDON SW1
bonus_income,2026-01-15,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-15,468.35,GBP,BACS SALARY REF:WAGES
bonus_income,2026-01-15,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-15,497.81,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-01-15,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-15,4908.67,GBP,BACS Q1 BONUS REF:PERF-26
bonus_income,2026-01-15,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-15,-10.28,GBP,APPLE.COM/BILL REF:ICLOUD
bonus_income,2026-01-16,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-16,-94.52,GBP,WAITROSE & PARTNERS LONDON SW1
bonus_income,2026-01-21,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-21,-61.55,GBP,WAITROSE & PARTNERS LONDON SW1
bonus_income,2026-01-22,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-22,658.12,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-01-22,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-22,546.06,GBP,BACS SALARY REF:WAGES
bonus_income,2026-01-29,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-29,806.96,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-01-29,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-29,636.97,GBP,BACS SALARY REF:WAGES
bonus_income,2026-01-30,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-01-30,-546.19,GBP,BRITISH AIRWAYS REF:TKT-9921
bonus_income,2026-02-01,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-01,702.09,GBP,BACS SALARY REF:WAGES
bonus_income,2026-02-01,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-01,-1472.08,GBP,D/D VIRGIN ATLANTIC REF:CC-PYMT
bonus_income,2026-02-01,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-01,686.44,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-02-02,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-02,-345.22,GBP,HARRODS LTD LONDON SW1
bonus_income,2026-02-03,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-03,-71.1,GBP,D/D SKY DIGITAL REF:SAT-992
bonus_income,2026-02-04,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-04,-46.88,GBP,WAITROSE & PARTNERS LONDON SW1
bonus_income,2026-02-07,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-07,-185.97,GBP,HARRODS LTD LONDON SW1
bonus_income,2026-02-08,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-08,490.61,GBP,BACS SALARY REF:WAGES
bonus_income,2026-02-08,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-08,756.06,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-02-12,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-12,-92.14,GBP,SELFRIDGES & CO LONDON
bonus_income,2026-02-15,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-15,-101.89,GBP,WAITROSE & PARTNERS LONDON SW1
bonus_income,2026-02-15,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-15,578.27,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-02-15,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-15,-10.71,GBP,APPLE.COM/BILL REF:ICLOUD
bonus_income,2026-02-15,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-15,672.22,GBP,BACS SALARY REF:WAGES
bonus_income,2026-02-17,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-17,-34.97,GBP,HEATHROW EXPRESS REF:TRAVEL
bonus_income,2026-02-18,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-18,-294.5,GBP,SELFRIDGES & CO LONDON
bonus_income,2026-02-18,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-18,-181.63,GBP,JOHN LEWIS PLC OXFORD ST
bonus_income,2026-02-19,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-19,-223.09,GBP,SELFRIDGES & CO LONDON
bonus_income,2026-02-20,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-20,-33.53,GBP,HEATHROW EXPRESS REF:TRAVEL
bonus_income,2026-02-21,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-21,-27.1,GBP,HEATHROW EXPRESS REF:TRAVEL
bonus_income,2026-02-22,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-22,601.56,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-02-22,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-22,572.57,GBP,BACS SALARY REF:WAGES
bonus_income,2026-02-27,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-02-27,-230.39,GBP,BRITISH AIRWAYS REF:TKT-9921
bonus_income,2026-03-21,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-03-21,500.0,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-03-21,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-03-21,504.0,GBP,BACS SALARY REF:WAGES
bonus_income,2026-03-22,DMXyaza1VkU9z47Ay5zJtwJnrapoV1C3oRL71,2026-03-22,500.0,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-03-22,DMXyaza1VkU9z47Ay5zJtwJnrapoV1C3oRL71,2026-03-22,504.0,GBP,BACS SALARY REF:WAGES
bonus_income,2026-03-28,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-03-28,500.0,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-03-28,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-03-28,800.0,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-03-28,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-03-28,461.0,GBP,BACS SALARY REF:WAGES
bonus_income,2026-03-29,DMXyaza1VkU9z47Ay5zJtwJnrapoV1C3oRL71,2026-03-29,800.0,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-03-29,DMXyaza1VkU9z47Ay5zJtwJnrapoV1C3oRL71,2026-03-29,500.0,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-03-29,DMXyaza1VkU9z47Ay5zJtwJnrapoV1C3oRL71,2026-03-29,461.0,GBP,BACS SALARY REF:WAGES
bonus_income,2026-04-04,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-04-04,500.0,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-04-04,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-04-04,559.0,GBP,BACS SALARY REF:WAGES
bonus_income,2026-04-05,DMXyaza1VkU9z47Ay5zJtwJnrapoV1C3oRL71,2026-04-05,559.0,GBP,BACS SALARY REF:WAGES
bonus_income,2026-04-05,DMXyaza1VkU9z47Ay5zJtwJnrapoV1C3oRL71,2026-04-05,500.0,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-04-11,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-04-11,500.0,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-04-11,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-04-11,1316.0,GBP,BACS SALARY REF:WAGES
bonus_income,2026-04-12,DMXyaza1VkU9z47Ay5zJtwJnrapoV1C3oRL71,2026-04-12,500.0,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
bonus_income,2026-04-12,DMXyaza1VkU9z47Ay5zJtwJnrapoV1C3oRL71,2026-04-12,1316.0,GBP,BACS SALARY REF:WAGES
bonus_income,2026-04-18,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-04-18,888.0,GBP,BACS SALARY REF:WAGES
bonus_income,2026-04-18,EJQE1RyrV3SqexJ3RjxgsgdVoyG5MkH4MEZz5,2026-04-18,500.0,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
broad_income_mix,2025-11-01,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-01,780.52,GBP,DWP PIP REF:XXXXX-DISABLE
broad_income_mix,2025-11-01,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-01,1030.15,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
broad_income_mix,2025-11-01,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-01,5.59,GBP,INT PAY REF:ANNUAL SUMMARY
broad_income_mix,2025-11-01,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-01,831.94,GBP,DWP UC REF:XXXXXX773X
broad_income_mix,2025-11-01,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-01,-133.39,GBP,D/D COUNCIL TAX BRISTOL
broad_income_mix,2025-11-03,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-03,-44.42,GBP,D/D THAMES WATER REF:XXXXX-H2O
broad_income_mix,2025-11-05,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-05,-79.78,GBP,D/D BRITISH GAS REF:XXXXX-GAS
broad_income_mix,2025-11-05,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-05,736.13,GBP,DWP SP PENSION REF:XXXXX992
broad_income_mix,2025-11-06,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-06,-49.64,GBP,ARGOS LTD LONDON
broad_income_mix,2025-11-06,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-06,-21.78,GBP,BOOTS THE CHEMIST NOTTINGHAM
broad_income_mix,2025-11-07,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-07,-10.54,GBP,AMAZON PRIME DES:MEMBERSHIP
broad_income_mix,2025-11-08,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-08,-27.18,GBP,D/D O2 MOBILE REF:XXXXX-99
broad_income_mix,2025-11-08,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-08,1462.18,GBP,AIRBNB PAYMENTS GB REF:INV-901
broad_income_mix,2025-11-08,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-08,494.53,GBP,DWP JSA REF:XXXXX-JSA01
broad_income_mix,2025-11-08,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-08,121.68,GBP,HMRC CHB REF:CHB12345678
broad_income_mix,2025-11-10,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-10,139.06,GBP,DELIVEROO COURIER EARNINGS
broad_income_mix,2025-11-12,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-12,-32.67,GBP,ARGOS LTD LONDON
broad_income_mix,2025-11-13,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-13,-13.94,GBP,SAINSBURYS S/MKT LONDON SE1
broad_income_mix,2025-11-14,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-14,-39.51,GBP,SAINSBURYS S/MKT LONDON SE1
broad_income_mix,2025-11-15,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-15,1019.8,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
broad_income_mix,2025-11-15,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-15,802.26,GBP,DWP UC REF:XXXXXX773X
broad_income_mix,2025-11-15,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-15,-11.44,GBP,BOOTS THE CHEMIST NOTTINGHAM
broad_income_mix,2025-11-15,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-15,-37.74,GBP,SAINSBURYS S/MKT LONDON SE1
broad_income_mix,2025-11-17,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-17,-65.76,GBP,SAINSBURYS S/MKT LONDON SE1
broad_income_mix,2025-11-20,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-20,-27.91,GBP,ARGOS LTD LONDON
broad_income_mix,2025-11-22,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-22,-15.67,GBP,SAINSBURYS S/MKT LONDON SE1
broad_income_mix,2025-11-22,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-22,511.22,GBP,DWP JSA REF:XXXXX-JSA01
broad_income_mix,2025-11-25,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-25,136.96,GBP,DELIVEROO COURIER EARNINGS
broad_income_mix,2025-11-25,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-25,119.21,GBP,HMRC CHB REF:CHB12345678
broad_income_mix,2025-11-26,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-26,-29.73,GBP,SAINSBURYS S/MKT LONDON SE1
broad_income_mix,2025-11-29,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-11-29,-30.5,GBP,SAINSBURYS S/MKT LONDON SE1
broad_income_mix,2025-12-01,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-12-01,5.77,GBP,INT PAY REF:ANNUAL SUMMARY
broad_income_mix,2025-12-01,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-12-01,986.31,GBP,BACS PAYROLL PRIMARY-ACC REF:SALARY
broad_income_mix,2025-12-01,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-12-01,746.01,GBP,DWP PIP REF:XXXXX-DISABLE
broad_income_mix,2025-12-01,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-12-01,-133.17,GBP,D/D COUNCIL TAX BRISTOL
broad_income_mix,2025-12-01,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-12-01,817.44,GBP,DWP UC REF:XXXXXX773X
broad_income_mix,2025-12-02,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-12-02,-37.6,GBP,SAINSBURYS S/MKT LONDON SE1
broad_income_mix,2025-12-03,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-12-03,-46.14,GBP,D/D THAMES WATER REF:XXXXX-H2O
broad_income_mix,2025-12-05,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-12-05,-87.44,GBP,D/D BRITISH GAS REF:XXXXX-GAS
broad_income_mix,2025-12-05,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-12-05,-29.42,GBP,BOOTS THE CHEMIST NOTTINGHAM
broad_income_mix,2025-12-05,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-12-05,709.24,GBP,DWP SP PENSION REF:XXXXX992
broad_income_mix,2025-12-06,AM9BNWlrD1S1LEE43lL6HazMEQK9lyf9Mej8n,2025-12-06,-10.01,GBP,BOOTS THE CHEMIST NOTTINGHAM
