persona_name,transactionid,accountid,bookingdate,valuedate,amount,currency,creditorname,debtorname,remittanceinfo,direction
stable_low_risk,EeGg4jEZWQHJlkq5bjypHz7mAWWbpBC4ZBr3y,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-04-07,2026-04-07,3654.58,USD,,,PLAID INC PAYROLL REG SALARY,debit
stable_low_risk,g9KLV4Z16gFG3EReBwvgHXj97nnqJoFEj6Pdm,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-04-07,2026-04-07,-132.56,USD,,,Publix,debit
stable_low_risk,8Ke8GlVzPrSZpwWdvl4acoZkVnnxmJcWvXgeA,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-04-07,2026-04-07,-154.11,USD,,,Safeway,debit
stable_low_risk,1ZdDpb3nBRUlG7aqrQpnIolmZWWMyjcpbkNEj,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-04-04,2026-04-04,-131.19,USD,,,POKE BROS * POKE BRO,debit
stable_low_risk,pwNdV1pGmBtb7EPzGRqNtwvraVVAkZtp9vb8Z,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-04-04,2026-04-04,-113.69,USD,,,Safeway,debit
stable_low_risk,LlvzZLy8wkHZJbd5yLlvco3AjKK4J8ckgxqdn,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-04-04,2026-04-04,-190.64,USD,,,VEG & GO PLANT BASED RIVERSIDE CA VEG & GOYUM YUM # 11M CA YUM YUM # 11M,debit
stable_low_risk,Z7XGVvD3A4TE8koKznmMhjlxGzzoDLuenEP9a,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-04-03,2026-04-03,-49.86,USD,,,ALDI 123131 PURCHASE ALDI 123123,debit
stable_low_risk,QBwaoEgnAqUgKej57noyTeEamxxzkotwrgZRl,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-04-03,2026-04-03,-33.05,USD,,,Costco,debit
stable_low_risk,MqvBMpGkV8skE9a57pqxHWbJGppkvxiLbWNGp,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-04-03,2026-04-03,-94.97,USD,,,Safeway,debit
stable_low_risk,7q7WA63rNKs53vxEl8VWIQ5wKBB1Prid456rp,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-04-02,2026-04-02,-107.65,USD,,,Chick-fil-A,debit
stable_low_risk,eEl8VdQZDpCneG9jrozKcwNGM55L13trybJem,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-04-02,2026-04-02,-174.82,USD,,,Target,debit
stable_low_risk,apvLVzyjGZIlXKnvQ51jI9xAwDD6X5CZpEoVr,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-31,2026-03-31,-78.52,USD,,,ALDI 123131 PURCHASE ALDI 123123,debit
stable_low_risk,4LNg89jldRHGV5LEr84qHP9bLvvwNRfJ8v94Z,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-31,2026-03-31,-185.0,USD,,,Costco,debit
stable_low_risk,jEBKVjXo6WCdE9gAGbLJUKqMRAA5xEI6o7xlL,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-31,2026-03-31,3098.58,USD,,,PLAID INC PAYROLL REG SALARY,debit
stable_low_risk,NKv31obWyESnQw45eoXmclmMRpp1AZCyLGokq,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-31,2026-03-31,-141.23,USD,,,TAQUERIA EL GUERRERO,debit
stable_low_risk,Pzvdp8XGAlSe4bP5onz8T3GBQppyodHoEe8VZ,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-31,2026-03-31,-172.59,USD,,,TAQUERIA EL GUERRERO,debit
stable_low_risk,dEvAVxaQ9LCEAkyWGv1qh34lJoobVMHJoblrv,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-30,2026-03-30,-45.01,USD,,,ALDI 123131 PURCHASE ALDI 123123,debit
stable_low_risk,LlvzZLy8wkHZJbd5yLlvco3AjKK4J8ckgxqBZ,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-29,2026-03-29,-99.58,USD,,,INSTACART HTTPSINSTACAR,debit
stable_low_risk,314DgywmxRIGgNoRw8LWH8GlNVVvZ4iZGjQXo,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-29,2026-03-29,-198.55,USD,,,VEG & GO PLANT BASED RIVERSIDE CA VEG & GOYUM YUM # 11M CA YUM YUM # 11M,debit
stable_low_risk,xl1ZVAwzmjHxrX6PomNAT1k7r66Ra3T6mzkLD,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-29,2026-03-29,-131.38,USD,,,Walmart,debit
stable_low_risk,MqvBMpGkV8skE9a57pqxHWbJGppkvxiLbWNkj,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-26,2026-03-26,-173.24,USD,,,Family Dollar,debit
stable_low_risk,Z7XGVvD3A4TE8koKznmMhjlxGzzoDLuenEPWA,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-26,2026-03-26,-117.17,USD,,,INSTACART HTTPSINSTACAR,debit
stable_low_risk,1ZdDpb3nBRUlG7aqrQpnIolmZWWMyjcpbkNVA,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-26,2026-03-26,-193.98,USD,,,Publix,debit
stable_low_risk,eEl8VdQZDpCneG9jrozKcwNGM55L13trybJPe,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-25,2026-03-25,-36.52,USD,,,IKEA CHICAGO,debit
stable_low_risk,QBwaoEgnAqUgKej57noyTeEamxxzkotwrgZBA,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-25,2026-03-25,-115.9,USD,,,Publix,debit
stable_low_risk,Pzvdp8XGAlSe4bP5onz8T3GBQppyodHoEe8j8,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-24,2026-03-24,-113.9,USD,,,Amazon,debit
stable_low_risk,7q7WA63rNKs53vxEl8VWIQ5wKBB1Prid45633,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-24,2026-03-24,3116.27,USD,,,PLAID INC PAYROLL REG SALARY,debit
stable_low_risk,jEBKVjXo6WCdE9gAGbLJUKqMRAA5xEI6o7x9Q,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-24,2026-03-24,-82.82,USD,,,TAQUERIA EL GUERRERO,debit
stable_low_risk,4LNg89jldRHGV5LEr84qHP9bLvvwNRfJ8v9W3,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-23,2026-03-23,-84.58,USD,,,Amazon,debit
stable_low_risk,NKv31obWyESnQw45eoXmclmMRpp1AZCyLGoax,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-23,2026-03-23,-115.07,USD,,,Walmart,debit
stable_low_risk,xl1ZVAwzmjHxrX6PomNAT1k7r66Ra3T6mzkg6,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-22,2026-03-22,-105.07,USD,,,Costco,debit
stable_low_risk,dEvAVxaQ9LCEAkyWGv1qh34lJoobVMHJobl9B,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-22,2026-03-22,-154.53,USD,,,POS SMART AND FINAL 111,debit
stable_low_risk,apvLVzyjGZIlXKnvQ51jI9xAwDD6X5CZpEon1,nEa3VZ1W9rCWoG5KPbgVhnkVPAPr79tAAQ4AG,2026-03-22,2026-03-22,-31.19,USD,,,VIDALIA'S RESTAURANT,debit
financially_stretched,jnWdwaE8LxF6AzX3JqrKfKqkZbx6bzTvabEZa,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-21,2026-04-21,-6.03,USD,,,Uber Eats,debit
financially_stretched,45R4MPLJnXHgEblJqPewsP94B3NQ38ulLEon7,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-20,2026-04-20,-23.1,USD,,,ALDI 123131 PURCHASE ALDI 123123,debit
financially_stretched,NDEdA9Kr8pu35kqgmpGAHlmGExAexLcXQN3n5,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-20,2026-04-20,-59.85,USD,,,POKE BROS * POKE BRO,debit
financially_stretched,PDl4mwzBkguA5x7r8g1qh3GxRwo1wWtXAm1Qv,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-20,2026-04-20,-23.65,USD,,,Walmart,debit
financially_stretched,xnjoEJlQDpFgPdEQAen1s1k5JjaLjEUyeW1J8,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-19,2026-04-19,-50.76,USD,,,Domino's,debit
financially_stretched,abZAolpm6wukvw7ajLP9h9x31EX7EvtkDGN1x,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-19,2026-04-19,-355.5,USD,,,Earnin Inc DES:XXXXX1111111 PPD,debit
financially_stretched,d6LKGrEmMqFMWgRpqrN3H34kDeVWe6tBRAkDm,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-19,2026-04-19,-7.71,USD,,,INSTACART HTTPSINSTACAR,debit
financially_stretched,Bbj8rmP3LauREV7Q5av3sp6jDrnyr4tzgJBA3,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-19,2026-04-19,-22.76,USD,,,POS SMART AND FINAL 111,debit
financially_stretched,3ARaQN19n6T9R7QZWxzvU8GazKZrKoimENAMk,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-19,2026-04-19,-6.29,USD,,,Safeway,debit
financially_stretched,zXe8nbKDlgiAk9Ko4Zj3h1EmaNwQN8U3Q8V3P,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-18,2026-04-18,-6.49,USD,,,Costco,debit
financially_stretched,KDoBpmklAMud5R4nGMbJh9bzMvJpvGtE13yE4,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-18,2026-04-18,-15.02,USD,,,Draftkings,debit
financially_stretched,lnk4qNEymaFnl3X5NvwoSo6dEp9gpBhaRA4aG,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-18,2026-04-18,-36.32,USD,,,Draftkings,debit
financially_stretched,kWlaJ4E8Mds413yb7KDzhZKayxRDx7CJoR9JR,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-18,2026-04-18,-12.32,USD,,,FanDuelDraftkings,debit
financially_stretched,rnxQjZEm7eF53BwqMabvUv8MaLkrLlid1BQd8,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-18,2026-04-18,-7.09,USD,,,POKE BROS * POKE BRO,debit
financially_stretched,qy3eNQw8J7uGnM1qzdDkIkdMNyRPyjC6RXE6e,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-18,2026-04-18,-18.51,USD,,,Publix,debit
financially_stretched,5mlNLjp9nDFyENq1KL6xUwJDNxp6xbuG8LvGJ,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-17,2026-04-17,-14.59,USD,,,ALDI 123131 PURCHASE ALDI 123123,debit
financially_stretched,JDpz1mL7wZuw5kGRQZjXTyoJMxKlxkIQkNAQw,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-17,2026-04-17,-334.68,USD,,,OPORTUN/PROGRESS DES:ACH ID:111111 PPD,debit
financially_stretched,wmPpgoE8RLFzVje647dNCN7JqXRkXvCEmdGEQ,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-17,2026-04-17,-42.32,USD,,,Safeway,debit
financially_stretched,DDeWxv7dnNu15qQaRNpyU7zPQKq4KXS4Jp14n,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-16,2026-04-16,-45.63,USD,,,Draftkings,debit
financially_stretched,VD3Ql94NZnuB5QlN9X4ETaoVj7yp7WuqEAaqo,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-16,2026-04-16,-13.63,USD,,,Safeway,debit
financially_stretched,XWdMz9Pjbmswl91KqB6yToMXkp7DpLh1LlQ1x,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-15,2026-04-15,-36.5,USD,,,INSUFFICIENT FUNDS FEE,debit
financially_stretched,6EqPo7l9nVC43WKyv5wNh4XRvZrVZku1eA61b,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-15,2026-04-15,-22.82,USD,,,Target,debit
financially_stretched,RDKPR93xwEuD59MGEJmgFr3qngL9gbiPA19PP,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-14,2026-04-14,-387.97,USD,,,OPORTUN/PROGRESS DES:ACH ID:111111 PPD,debit
financially_stretched,vnNLpkX8g1Fq4x8DZjoLULjNneBRedFv17pvq,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-14,2026-04-14,-19.53,USD,,,Safeway,debit
financially_stretched,yn7gApq8koF5j4oZMvLlULvxbWmNWoFKwvGKr,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-13,2026-04-13,-52.33,USD,,,Draftkings,debit
financially_stretched,mnKNrPy8M4F7qpg53znPUPz1MVgpV8u4X3E4R,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-13,2026-04-13,-13.28,USD,,,Family Dollar,debit
financially_stretched,bWMl8qEmD5sz4XDM6P9wCwd4NVkEVWuo7vlo9,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-13,2026-04-13,-14.15,USD,,,POKE BROS * POKE BRO,debit
financially_stretched,9EzeGZr9RlCDa4BEpl3dFKRm5dMJdqTqgJrqR,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-13,2026-04-13,-15.45,USD,,,TAQUERIA EL GUERRERO,debit
financially_stretched,GDMqjmZNn7uw5v3kj7GDTpRw5q19qXtGojaGd,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-11,2026-04-11,-17.06,USD,,,Chick-fil-A,debit
financially_stretched,nnrPBjE8RNFEKewBVkjnUnkoKDLVD9F3Qmo3X,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-11,2026-04-11,-49.01,USD,,,FanDuel,debit
financially_stretched,WDxZK9NPXbu75ywe3LnjUqmbMdrRdXTPjaRPM,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-09,2026-04-09,-59.84,USD,,,ALDI 123131 PURCHASE ALDI 123123,debit
financially_stretched,EDQAa6ekVPuv53rZpPEWUz7PxwpXwjigmdygR,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-09,2026-04-09,-51.34,USD,,,Family Dollar,debit
financially_stretched,8Er7WQK9J5CEdbzQaXBxUoZyqemaeXhZ8EnZX,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-09,2026-04-09,-20.64,USD,,,VIDALIA'S RESTAURANT,debit
financially_stretched,AEPgqmNBwdCbZDjg8dvotp9ZNEGMEgt45e84D,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-09,2026-04-09,1004.18,USD,,,Venmo,debit
financially_stretched,pnB7aewWMjFvzZa9Nx1wUwvnEzkjzXuJzmwJ1,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-08,2026-04-08,-50.94,USD,,,FanDuelDraftkings,debit
financially_stretched,1ERxPaZ96vCVq4APnD3bUolwdGy8Gahqrvzq8,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-08,2026-04-08,-56.82,USD,,,Nike,debit
financially_stretched,onzjx7Ew1PFarnWJM3yQUQvykrAKr9Hpbwjpa,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-08,2026-04-08,-27.98,USD,,,POS SMART AND FINAL 111,debit
financially_stretched,LDk3g9lqp1uA58oRv1arho3xyMJXMEheEz7eJ,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-08,2026-04-08,-39.34,USD,,,POS SMART AND FINAL 111,debit
financially_stretched,gWgBv39mMzsmeQJ1g9zXUXjB4bJwbetL5koLo,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-08,2026-04-08,978.21,USD,,,Venmo,debit
financially_stretched,MD8xEmqKgLuK5bRjxLdeHWbEKRvLRmF41ZK4g,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-06,2026-04-06,-10.3,USD,,,Family Dollar,debit
financially_stretched,45R4MPLJnXHgEblJqPewsP94B3NQ38ulLEol7,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-05,2026-04-05,-55.46,USD,,,Chick-fil-A,debit
financially_stretched,ZW4LdJ7mE9sgKRqJMbrjsjlZrAD3AWuJGk3Jq,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-05,2026-04-05,-49.92,USD,,,DD DOORDASH BOSTONMAR,debit
financially_stretched,PDl4mwzBkguA5x7r8g1qh3GxRwo1wWtXAm1Xv,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-05,2026-04-05,-22.59,USD,,,Family Dollar,debit
financially_stretched,QDqN9kB3p8uk5apGyWbwheEyvnk1nJSGDA1G6,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-05,2026-04-05,-57.36,USD,,,Home Depot,debit
financially_stretched,NDEdA9Kr8pu35kqgmpGAHlmGExAexLcXQN3X5,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-05,2026-04-05,-27.38,USD,,,Nike,debit
financially_stretched,jnWdwaE8LxF6AzX3JqrKfKqkZbx6bzTvabEva,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-05,2026-04-05,-37.15,USD,,,POS SMART AND FINAL 111,debit
financially_stretched,eWprbzEmMKsXj8mbKW6wHwNo7a1PaWuamngav,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-05,2026-04-05,-52.52,USD,,,POS SMART AND FINAL 111,debit
financially_stretched,7DKj8eq9RwueEMrNWqzpUQ5GmpPMpeH8xVZ8B,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-05,2026-04-05,-20.63,USD,,,Uber Eats,debit
financially_stretched,JDpz1mL7wZuw5kGRQZjXTyoJpGED8phQkNAQa,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-04,2026-04-04,-27.51,USD,,,FanDuelDraftkings,debit
financially_stretched,d6LKGrEmMqFMWgRpqrN3H34kDeVWe6tBRAkBm,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-04,2026-04-04,-24.95,USD,,,IKEA CHICAGO,debit
financially_stretched,abZAolpm6wukvw7ajLP9h9x31EX7EvtkDGNkx,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-04,2026-04-04,-47.8,USD,,,OVERDRAFT FEE,debit
financially_stretched,kWlaJ4E8Mds413yb7KDzhZKaEPvedEiJoR9Jk,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-04,2026-04-04,-16.58,USD,,,VIDALIA'S RESTAURANT,debit
financially_stretched,5mlNLjp9nDFyENq1KL6xUwJDG84o9GfG8LvGN,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-03,2026-04-03,-8.59,USD,,,FanDuelDraftkings,debit
financially_stretched,DDeWxv7dnNu15qQaRNpyU7zPGrRgyGc4Jp13K,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-03,2026-04-03,-31.28,USD,,,INSTACART HTTPSINSTACAR,debit
financially_stretched,VD3Ql94NZnuB5QlN9X4ETaoVlrvQ9lcqEAa9G,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-03,2026-04-03,-41.69,USD,,,Nike,debit
financially_stretched,wmPpgoE8RLFzVje647dNCN7JgVA4mguEmdGPe,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-03,2026-04-03,-34.29,USD,,,POS SMART AND FINAL 111,debit
financially_stretched,vnNLpkX8g1Fq4x8DZjoLULjN7pZxl7cv17pqV,45R4MPLJnXHgEblJqPewsP9PMaXDjzilA7Dnj,2026-04-02,2026-04-02,-18.88,USD,,,Chick-fil-A,debit
